folder,file name,image size,adjacent,initial frame,equatorial frame,equatorial size,value 0 ch0,puncta 0 ch0,x 0,y 0,w 0,h 0,quality ch0,num frame,new punctate ch0,new punctate ch1,puncta 0 ch1,quality ch1,value 0 ch1,colocalization ch0 ch1,colocalization weight ch0 ch1,new colocalization ch0 ch1,square quality,value 1 ch0,value 2 ch0,value 3 ch0,value 4 ch0,value 5 ch0,value 6 ch0,value 7 ch0,value 8 ch0,value 9 ch0,value 10 ch0,value 11 ch0,value 12 ch0,value 13 ch0,value 14 ch0,value 15 ch0,value 16 ch0,value 17 ch0,value 18 ch0,value 19 ch0,value 20 ch0,value 21 ch0,value 22 ch0,value 23 ch0,value 24 ch0,value 25 ch0,value 26 ch0,value 27 ch0,value 28 ch0,value 29 ch0,value 30 ch0,value 31 ch0,value 32 ch0,value 33 ch0,value 34 ch0,value 35 ch0,value 36 ch0,puncta 1 ch0,puncta 2 ch0,puncta 3 ch0,puncta 4 ch0,puncta 5 ch0,puncta 6 ch0,puncta 7 ch0,puncta 8 ch0,puncta 9 ch0,puncta 10 ch0,puncta 11 ch0,puncta 12 ch0,puncta 13 ch0,puncta 14 ch0,puncta 15 ch0,puncta 16 ch0,puncta 17 ch0,puncta 18 ch0,puncta 19 ch0,puncta 20 ch0,puncta 21 ch0,puncta 22 ch0,puncta 23 ch0,puncta 24 ch0,puncta 25 ch0,puncta 26 ch0,puncta 27 ch0,puncta 28 ch0,puncta 29 ch0,puncta 30 ch0,puncta 31 ch0,puncta 32 ch0,puncta 33 ch0,puncta 34 ch0,puncta 35 ch0,puncta 36 ch0,x 1,x 2,x 3,x 4,x 5,x 6,x 7,x 8,x 9,x 10,x 11,x 12,x 13,x 14,x 15,x 16,x 17,x 18,x 19,x 20,x 21,x 22,x 23,x 24,x 25,x 26,x 27,x 28,x 29,x 30,x 31,x 32,x 33,x 34,x 35,x 36,y 1,y 2,y 3,y 4,y 5,y 6,y 7,y 8,y 9,y 10,y 11,y 12,y 13,y 14,y 15,y 16,y 17,y 18,y 19,y 20,y 21,y 22,y 23,y 24,y 25,y 26,y 27,y 28,y 29,y 30,y 31,y 32,y 33,y 34,y 35,y 36,w 1,w 2,w 3,w 4,w 5,w 6,w 7,w 8,w 9,w 10,w 11,w 12,w 13,w 14,w 15,w 16,w 17,w 18,w 19,w 20,w 21,w 22,w 23,w 24,w 25,w 26,w 27,w 28,w 29,w 30,w 31,w 32,w 33,w 34,w 35,w 36,h 1,h 2,h 3,h 4,h 5,h 6,h 7,h 8,h 9,h 10,h 11,h 12,h 13,h 14,h 15,h 16,h 17,h 18,h 19,h 20,h 21,h 22,h 23,h 24,h 25,h 26,h 27,h 28,h 29,h 30,h 31,h 32,h 33,h 34,h 35,h 36,puncta 1 ch1,puncta 10 ch1,puncta 11 ch1,puncta 12 ch1,puncta 13 ch1,puncta 14 ch1,puncta 15 ch1,puncta 16 ch1,puncta 17 ch1,puncta 18 ch1,puncta 19 ch1,puncta 2 ch1,puncta 20 ch1,puncta 21 ch1,puncta 22 ch1,puncta 23 ch1,puncta 24 ch1,puncta 25 ch1,puncta 26 ch1,puncta 27 ch1,puncta 28 ch1,puncta 29 ch1,puncta 3 ch1,puncta 30 ch1,puncta 31 ch1,puncta 32 ch1,puncta 33 ch1,puncta 34 ch1,puncta 35 ch1,puncta 36 ch1,puncta 4 ch1,puncta 5 ch1,puncta 6 ch1,puncta 7 ch1,puncta 8 ch1,puncta 9 ch1,value 1 ch1,value 10 ch1,value 11 ch1,value 12 ch1,value 13 ch1,value 14 ch1,value 15 ch1,value 16 ch1,value 17 ch1,value 18 ch1,value 19 ch1,value 2 ch1,value 20 ch1,value 21 ch1,value 22 ch1,value 23 ch1,value 24 ch1,value 25 ch1,value 26 ch1,value 27 ch1,value 28 ch1,value 29 ch1,value 3 ch1,value 30 ch1,value 31 ch1,value 32 ch1,value 33 ch1,value 34 ch1,value 35 ch1,value 36 ch1,value 4 ch1,value 5 ch1,value 6 ch1,value 7 ch1,value 8 ch1,value 9 ch1
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 12.nd2-output,(series 1).tif,1024,False,0,0,0.15625,141.81506435434176,<puncta_detect_util.Puncta object at 0x7f75560241d0>,0.649902,0.683594,0.139648,0.15625,True,1,0.0,0.0,<puncta_detect_util.Puncta object at 0x7f75091f8f90>,True,32.532851157425284,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 21.nd2-output,(series 1).tif,1024,False,0,0,0.0703125,18063.270193321616,<puncta_detect_util.Puncta object at 0x7f75091f2e10>,0.134766,0.891602,0.0644531,0.0703125,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f7509233a50>,True,15543.851573594704,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 21.nd2-output,(series 1).tif,1024,False,0,0,0.0742188,17599.660043386706,<puncta_detect_util.Puncta object at 0x7f750917b3d0>,0.325684,0.794922,0.0732422,0.0742188,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091ffcd0>,True,16805.033188291138,1.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 21.nd2-output,(series 1).tif,1024,False,0,0,0.0898438,5937.372624292007,<puncta_detect_util.Puncta object at 0x7f75091e6b50>,0.539062,0.196289,0.0898438,0.0878906,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091cc210>,True,14174.789522730673,0.16666666666666666,6.0,0.16666666666666666,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 21.nd2-output,(series 1).tif,1024,False,0,0,0.0761719,17460.644903314485,<puncta_detect_util.Puncta object at 0x7f75091f2850>,0.648438,0.594238,0.0761719,0.0751953,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091ffe90>,True,24134.29223642022,1.0,3.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 17.nd2-output,(series 1).tif,1024,False,0,0,0.0576172,10183.522096002253,<puncta_detect_util.Puncta object at 0x7f75091820d0>,0.116699,0.477539,0.0576172,0.0566406,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75092a82d0>,True,13576.91748474347,0.5,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 17.nd2-output,(series 1).tif,1024,False,0,0,0.0742188,17959.117243351327,<puncta_detect_util.Puncta object at 0x7f75091df250>,0.37793,0.602539,0.0742188,0.0722656,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75092a8510>,True,20795.296734234234,1.0,4.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 17.nd2-output,(series 1).tif,1024,False,0,0,0.0410156,16319.111725067385,<puncta_detect_util.Puncta object at 0x7f75091dff50>,0.461914,0.893555,0.0410156,0.0410156,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75092a8590>,True,21609.174584717606,1.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 17.nd2-output,(series 1).tif,1024,False,0,0,0.0527344,23494.60338680927,<puncta_detect_util.Puncta object at 0x7f7509182750>,0.605469,0.75,0.0527344,0.0527344,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f7509242850>,True,9579.749899424398,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 17.nd2-output,(series 1).tif,1024,False,0,0,0.0546875,8860.833598299789,<puncta_detect_util.Puncta object at 0x7f75091d5790>,0.625,0.833008,0.0546875,0.0527344,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f7509122b90>,True,15806.417106156217,0.25,4.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 17.nd2-output,(series 1).tif,1024,False,0,0,0.0703125,19255.299468485708,<puncta_detect_util.Puncta object at 0x7f7509182090>,0.642578,0.232422,0.0703125,0.0703125,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091d5ad0>,True,19621.6434520481,1.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 13.nd2-output,(series 1).tif,1024,False,0,0,0.12793,17888.238567663822,<puncta_detect_util.Puncta object at 0x7f750924cc10>,0.288574,0.799805,0.12793,0.119141,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f750917ba50>,True,12466.591854476606,1.0,3.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 13.nd2-output,(series 1).tif,1024,False,0,0,0.0878906,2202.2017757386757,<puncta_detect_util.Puncta object at 0x7f75091e6950>,0.608398,0.500488,0.0878906,0.0849609,True,1,0.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091dad90>,True,9723.542954426823,0.0,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 13.nd2-output,(series 1).tif,1024,False,0,0,0.078125,9433.051836866127,<puncta_detect_util.Puncta object at 0x7f75091c5dd0>,0.770996,0.236328,0.0771484,0.078125,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091e6fd0>,True,11899.13363939587,1.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 18.nd2-output,(series 1).tif,1024,False,0,0,0.0527344,19305.732297598195,<puncta_detect_util.Puncta object at 0x7f75091d1a50>,0.0341797,0.547852,0.0527344,0.0527344,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f7509184110>,True,22158.128345563535,1.0,3.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 18.nd2-output,(series 1).tif,1024,False,0,0,0.0429688,27487.11669070678,<puncta_detect_util.Puncta object at 0x7f7509151250>,0.0556641,0.904297,0.0429688,0.0429688,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091ffb10>,True,27225.69116330151,1.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 18.nd2-output,(series 1).tif,1024,False,0,0,0.0576172,14580.019853801554,<puncta_detect_util.Puncta object at 0x7f7509112d50>,0.492676,0.450195,0.0576172,0.0566406,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f750917b9d0>,True,13714.432269698535,0.5,2.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 18.nd2-output,(series 1).tif,1024,False,0,0,0.0527344,9736.101825063888,<puncta_detect_util.Puncta object at 0x7f75091511d0>,0.521973,0.668945,0.0517578,0.0527344,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f7493637c90>,True,14210.129262384431,0.5,2.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 18.nd2-output,(series 1).tif,1024,False,0,0,0.100586,17594.294197291038,<puncta_detect_util.Puncta object at 0x7f7509185750>,0.525879,0.530273,0.100586,0.0957031,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f7509112e90>,True,15011.520184454068,1.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 18.nd2-output,(series 1).tif,1024,False,0,0,0.0537109,11887.091614768684,<puncta_detect_util.Puncta object at 0x7f7509185610>,0.588379,0.30957,0.0537109,0.0527344,True,1,0.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091ffa50>,True,18864.05400551041,0.0,3.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 18.nd2-output,(series 1).tif,1024,False,0,0,0.0605469,8687.817728963506,<puncta_detect_util.Puncta object at 0x7f7509185c50>,0.600586,0.898438,0.0605469,0.0585938,True,1,1.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091ff450>,True,15321.116809930176,0.25,4.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/mount/local5/chenxi/puncta-detection/data/02-16-2022/69.5_ DOPC_30_ DOPS_0.5_ Att0 647/200 nM Atto 488 ALG2_50 nM ESCRT-I/Captured 18.nd2-output,(series 1).tif,1024,False,0,0,0.0566406,5673.513455233794,<puncta_detect_util.Puncta object at 0x7f7509185190>,0.838379,0.616211,0.0556641,0.0566406,True,1,0.0,1.0,<puncta_detect_util.Puncta object at 0x7f75091ffa90>,True,10255.054996291106,0.0,2.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
